기업체명,업력(월),기업규모,업종(대분류),지역(광역시도),지역(시군구)
아이스텀레드사모투자전문회사,175,중소기업,금융 및 보험업,서울특별시,강남구
(주)씨에스씨앤디,267,중소기업,건설업,서울특별시,서초구
주식회사 한국다까미야,328,중소기업,도매 및 소매업,부산광역시,사상구
(주)해양디앤씨,211,중소기업,건설업,서울특별시,영등포구
주식회사 예가디앤씨,183,중소기업,건설업,부산광역시,연제구
에이스텔레콤주식회사,321,중소기업,제조업,인천광역시,남동구
아이엔진산업개발(주),206,중소기업,건설업,경기도,성남시
주식회사 부경토건,204,중소기업,건설업,충청남도,천안시
메가스터디교육(주),76,중견기업,교육 서비스업,서울특별시,서초구
(주)서경,319,중소기업,제조업,경상남도,진주시
(주)로커스트레이딩,205,중소기업,부동산업,서울특별시,서초구
인싸이토 주식회사,163,판단불가,제조업,충청남도,천안시
동원건설(주),측정제한,중소기업,건설업,충청북도,청주시
(주)대원개발,167,소기업,광업,경상북도,고령군
주식회사용진일렉콤,253,중소기업,제조업,경기도,부천시
주식회사 노스빌골프랜드,191,판단불가,"예술, 스포츠 및 여가관련 서비스업",경상남도,창원시
금융감독원,277,판단제외,금융 및 보험업,서울특별시,영등포구
재단법인고촌장학재단,375,판단불가,"협회 및 단체, 수리 및 기타 개인 서비스업",부산광역시,금정구
주식회사 하나종합개발,144,중소기업,건설업,경기도,광주시
주식회사 에스이티,249,중소기업,정보통신업,서울특별시,강남구
주일건설주식회사,842,중소기업,건설업,경상북도,상주시
주식회사 웅선비지네스,492,중소기업,제조업,서울특별시,중구
디지탈이메이션 주식회사,315,중소기업,정보통신업,서울특별시,강남구
창형메디칼,171,판단불가,도매 및 소매업,대전광역시,서구
주식회사 덕암,227,중소기업,건설업,부산광역시,사하구
(주)에이치에스,138,중소기업,부동산업,강원도,삼척시
아이스텀투자(주),249,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
(주)성신,450,중소기업,부동산업,경기도,안양시
(주)부산글로벌빌리지,149,중견기업,교육 서비스업,부산광역시,부산진구
디에치이앤이,216,중소기업,제조업,충청남도,천안시
신당6동새마을금고,527,판단불가,금융 및 보험업,서울특별시,중구
골든자원개발(주),100,소상공인,광업,서울특별시,종로구
인제화학,315,중소기업,제조업,전라남도,여수시
상지상사주식회사,526,중소기업,도매 및 소매업,서울특별시,서초구
농업회사법인 해남고구마식품 주식회사,121,중소기업,제조업,전라남도,해남군
(주)아이시스테크놀러지,294,중소기업,정보통신업,서울특별시,강남구
(주)천은엔지니어링,185,중소기업,도매 및 소매업,서울특별시,마포구
경림디엔씨 주식회사,303,중소기업,건설업,서울특별시,강남구
중랑신용협동조합,567,판단불가,금융 및 보험업,서울특별시,중랑구
청우산업(주),348,중기업,광업,강원도,횡성군
(주)에스에스이앤시,209,중소기업,건설업,충청북도,청주시
(주)유창테크,327,중소기업,제조업,충청북도,진천군
아시안트레딩(주),321,중소기업,도매 및 소매업,서울특별시,마포구
하나씨이엔씨(주),261,중소기업,부동산업,서울특별시,영등포구
주식회사 한화건설,169,판단불가,건설업,경상북도,영주시
대명콘텍(주),317,판단불가,제조업,경기도,화성시
(주)테슬라앤코,142,중소기업,제조업,서울특별시,용산구
애니맥스브로드캐스팅코리아(유),204,중소기업,정보통신업,서울특별시,영등포구
한국지엠서인천서비스센터(주),212,중기업,"협회 및 단체, 수리 및 기타 개인 서비스업",인천광역시,서구
(주)프리리치,157,판단불가,부동산업,서울특별시,성동구
주식회사 아썸,259,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,서초구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
주식회사 아스날,322,판단불가,제조업,서울특별시,서초구
주식회사테크노호텔,122,중소기업,부동산업,충청북도,청원군
(주)소이전자,267,판단불가,도매 및 소매업,경기도,안양시
주식회사 더머신,232,중소기업,제조업,경상남도,김해시
삼양리소스(주),70,중기업,광업,경기도,포천시
(주)삼천리무역,273,판단불가,도매 및 소매업,인천광역시,서구
(주)삼미지오테크,237,중소기업,건설업,경기도,성남시
주식회사비비앤씨,293,중소기업,정보통신업,서울특별시,강남
(주)프론티어씨알씨,263,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,서초구
(주)토픽이미지,334,중소기업,정보통신업,서울특별시,중구
태광섬유 주식회사,347,중소기업,제조업,경상북도,경산시
저먼모터스(주),305,중소기업,도매 및 소매업,경기도,용인시
주식회사 대원씨앤디,178,중소기업,건설업,경기도,김포시
살라시아워터스제삼차 주식회사,140,중소기업,금융 및 보험업,서울특별시,영등포구
주식회사 경도산업개발,236,중소기업,건설업,인천광역시,서구
(주)하니케어,256,중소기업,정보통신업,서울특별시,성북구
에스엘종합건설주식회사,310,중소기업,건설업,서울특별시,강남구
(주)한중유니온,302,중소기업,도매 및 소매업,서울특별시,중구
(주)엘트온,502,중소기업,제조업,충청남도,아산시
(주)한아해운,223,중기업,광업,인천광역시,연수구
외환아이제일차유동화전문 유한회사,94,중소기업,금융 및 보험업,서울특별시,중구
신원전설주식회사,581,중소기업,건설업,서울특별시,서대문구
삼성문화재단,676,기타,"예술, 스포츠 및 여가관련 서비스업",서울특별시,중구
일경개발(주),237,중소기업,건설업,부산광역시,중구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)상원콘크리트,481,중소기업,제조업,서울특별시,강동구
(주)에스제이더블유인터내셔널,191,중기업,교육 서비스업,서울특별시,영등포구
주식회사 킨텍스몰,181,판단불가,부동산업,경기도,용인시
(주)케이에스에너지,52,소상공인,건설업,충청남도,천안시
(주)미진시스템,331,중소기업,제조업,서울특별시,구로구
(주)모보,451,대기업,제조업,경기도,오산시
성호건설주식회사,628,중소기업,건설업,경상북도,경산시
(주)코너지,170,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",전라남도,여수시
(주)세양개발,190,소기업,광업,경상북도,칠곡군
금성산업 주식회사,514,중소기업,제조업,전라남도,장성군
고려조선주식회사,390,중소기업,제조업,전라남도,목포시
화진복지산업(주),247,중소기업,부동산업,서울특별시,은평구
(주)동일기연,464,중소기업,제조업,경기도,화성시
(주)강산씨앤디,234,판단불가,부동산업,서울특별시,구로구
주식회사 올림픽개발,219,판단불가,제조업,서울특별시,강남구
주식회사유일엔지니어링,398,중소기업,건설업,서울특별시,서초구
트루프렌드학운제삼차 유한회사,86,중소기업,금융 및 보험업,서울특별시,영등포구
(주)준오아카데미,63,중기업,교육 서비스업,서울특별시,강남구
주식회사 제이에스더블유아이티코리아,186,중소기업,제조업,서울특별시,강남구
주식회사 범양화섬,346,중소기업,제조업,서울특별시,용산구
(주)한에듀테크,52,소상공인,교육 서비스업,서울특별시,금천구
로렌스시계공업(주),562,판단불가,제조업,서울특별시,마포구
(주)미리내,472,중기업,교육 서비스업,경기도,양평군
(주)대원씨앤엠,44,중기업,광업,울산광역시,울주군
(주)동신기업,622,중소기업,부동산업,서울특별시,성동구
고려이앤씨,227,중소기업,교육 서비스업,서울특별시,용산구
(주)인디넷,266,중소기업,도매 및 소매업,서울특별시,금천구
GB카드 주식회사,301,중소기업,정보통신업,서울특별시,구로구
(주)반우이앤씨,201,중소기업,부동산업,서울특별시,양천구
성지에스티,229,중소기업,제조업,부산광역시,사하구
(주)진명엔지니어링건축사사무소,325,중소기업,"전문, 과학 및 기술 서비스업",대구광역시,동구
유안약품 주식회사,280,중소기업,도매 및 소매업,광주광역시,동구
(주)펄서스테크놀러지,268,중소기업,제조업,경상북도,포항시
(주)케이스틸,332,중소기업,제조업,부산광역시,사상구
주식회사 플레너스투자자문,144,중소기업,금융 및 보험업,서울특별시,강남구
진성개발(주),356,소기업,광업,경상북도,경산시
(주)글로칼리,256,중소기업,정보통신업,서울특별시,용산구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)아틀라스파이낸스,297,중소기업,금융 및 보험업,서울특별시,양천구
(주)아이랑놀기짱,81,중기업,교육 서비스업,경기도,성남시
대부이엠주식회사,224,중소기업,제조업,경기도,화성시
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
주식회사 라피앙스,157,판단불가,제조업,서울특별시,강남구
주식회사 에이스컴텍,247,중소기업,제조업,인천광역시,남동구
미래에셋맵스 오퍼튜니티 베트남 주식혼합형 투자회사 1호,191,중소기업,금융 및 보험업,서울특별시,영등포구
(주)하마인베스트,81,소상공인,부동산업,서울특별시,강남구
(주)검단파이프,225,중소기업,도매 및 소매업,인천광역시,서구
한국컨테이너부두공단,376,기타,건설업,부산광역시,동구
천열에너지(주),283,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",경기도,남양주시
(주)영남상조,278,중소기업,"협회 및 단체, 수리 및 기타 개인 서비스업",대구광역시,중구
(주)삼일냉장,255,중소기업,운수 및 창고업,경기도,광주시
(주)금호개발,299,소상공인,광업,전라남도,해남군
대창건설 주식회사,357,중소기업,건설업,광주광역시,동구
중앙기업(주),205,중소기업,제조업,충청북도,충주시
주식회사 윈젠,253,중소기업,제조업,경상남도,창원시
(주)엔피아이,418,중소기업,도매 및 소매업,경기도,성남시
우리산업(주),76,중견기업,제조업,경기도,용인시
애로우잉글리시(주),120,소상공인,교육 서비스업,서울특별시,강남구
주식회사 렉스상사,424,중소기업,제조업,서울특별시,서초구
주식회사 파크유통,349,중소기업,제조업,부산광역시,금정구
더케이 주식회사,125,중소기업,금융 및 보험업,서울특별시,금천구
주식회사 청솔주택,269,중소기업,건설업,경기도,오산
보만전자(주),455,판단불가,제조업,경기도,부천시
(주)진데크,350,판단불가,건설업,서울특별시,서초구
주식회사 에스코홀딩스,221,중소기업,부동산업,서울특별시,강남구
세광기업주식회사,447,중소기업,건설업,전라남도,나주시
주식회사 제이케이씨파트너스,150,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,중구
(주)한양레미콘,206,중소기업,제조업,대구광역시,달서구
(주)바이콘,267,중소기업,금융 및 보험업,서울특별시,강남구
기가트론 주식회사,296,중소기업,제조업,인천광역시,서구
(주)경원전자,252,중소기업,제조업,경상북도,구미시
(주)비에프에이,99,판단불가,교육 서비스업,경기도,성남시
고려광발전(주),174,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",서울특별시,서초구
주식회사 현암바씨스,392,중소기업,제조업,서울특별시,은평구
(주)코퍼슨스,205,중소기업,정보통신업,서울특별시,강남구
(주)일연인베스트먼트,213,중소기업,제조업,서울특별시,서초구
후지라이프 주식회사,132,중소기업,도매 및 소매업,경기도,광명시
주식회사 고건산업개발,124,판단불가,부동산업,서울특별시,강남구
(주) 한국리텍,290,판단불가,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,안성시
(주)상진문화,344,중소기업,제조업,서울특별시,중구
신양화학약품(주),447,중소기업,제조업,서울특별시,강남구
(주)해커스어학원,234,중기업,교육 서비스업,서울특별시,서초구
플러스테크 주식회사,250,중소기업,제조업,경기도,용인시
대하콘크리트(주),361,판단불가,제조업,경상남도,사천시
(주)영가인더스트리,315,중소기업,제조업,서울특별시,동대문구
남한강개발 주식회사,450,중소기업,"예술, 스포츠 및 여가관련 서비스업",충청북도,충주시
이엔드티주식회사,310,중소기업,도매 및 소매업,대전광역시,중구
(주)스타키빌딩,192,중소기업,부동산업,서울특별시,성동구
(주)경포엔지니어링,268,판단불가,건설업,경상북도,포항시
아신산업 주식회사,373,중소기업,제조업,대구광역시,달서구
주식회사 남흥,502,중소기업,제조업,서울특별시,중구
동서산업(주),175,소기업,제조업,부산광역시,기장군
페닌슐라캐피탈 주식회사,185,중소기업,금융 및 보험업,서울특별시,마포구
(주)쌍마,544,중소기업,제조업,대구광역시,북구
(주)디벨러퍼비젼,368,중소기업,부동산업,서울특별시,은평구
주식회사 비에스그룹,256,판단불가,정보통신업,서울특별시,중구
주식회사 에이앤드에이인터내셔날,381,중소기업,제조업,서울특별시,강남구
(주)드림타임,160,판단불가,부동산업,서울특별시,강남구
에이치케이티베어링,401,판단불가,제조업,인천광역시,남동구
동조물산(주),483,중소기업,도매 및 소매업,서울특별시,종로구
(주)지피앤피,265,중소기업,제조업,서울특별시,강남구
(주)뮤직홈오케스트라,163,중기업,교육 서비스업,경기도,용인시
정상어학원,153,중기업,교육 서비스업,경기도,수원시
(주)경동,565,중견기업,제조업,강원도,삼척시
케이.디.아이 주식회사,308,중소기업,운수 및 창고업,인천광역시,동구
(주)작은거인,212,중소기업,정보통신업,대전광역시,서구
(주)골든쉐어엔파트너,149,중소기업,부동산업,서울특별시,강남구
(주)블루아크글로벌,154,중소기업,정보통신업,서울특별시,강남구
주식회사 페드엠앤드에스,166,중소기업,부동산업,광주광역시,광산구
한국남방개발(주),707,소기업,광업,서울특별시,강남구
(주)지앤지,221,중소기업,"예술, 스포츠 및 여가관련 서비스업",경기도,파주시
와인코리아(주)농업회사법인,209,중소기업,제조업,충청북도,영동군
동재산업주식회사,352,중소기업,제조업,대구광역시,달성군
(주)백제운수,487,중소기업,운수 및 창고업,서울특별시,강서구
춘강교육재단,412,판단불가,교육 서비스업,대구광역시,동구
주식회사 엘드,272,중소기업,"전문, 과학 및 기술 서비스업",전라북도,전주시
고려부품(주),373,중소기업,도매 및 소매업,경기도,안양시
파인빌주식회사,234,중소기업,건설업,광주광역시,광산구
지케이아이디디벨로프먼트(주),261,중소기업,금융 및 보험업,서울특별시,중구
고산건설주식회사,265,중소기업,건설업,경기도,안양시
현대화섬주식회사,468,판단불가,제조업,대구광역시,달서구
한빛정공(주),327,판단불가,제조업,경상남도,창원시
굿라이프개발 주식회사,227,중소기업,부동산업,대구광역시,수성구
보명개발주식회사,147,중소기업,부동산업,경상남도,창원시
중앙방수기업주식회사,579,중소기업,건설업,서울특별시,서초구
진흥신용정보주식회사,274,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,강남구
주식회사 전남일보,397,중소기업,제조업,광주광역시,북구
대양운수주식회사,531,판단불가,운수 및 창고업,부산광역시,해운대구
(주)경우커뮤니케이션,196,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,서초구
우성홀딩스(주),189,중소기업,부동산업,서울특별시,강남구
(주)우일가설,306,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,송파구
(주)대우테크,350,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",경기도,성남시
대원종합건설,515,중소기업,건설업,경상북도,영주시
(주)집과사람,276,중소기업,부동산업,서울특별시,강남구
랜드마크씨앤디(주),207,중소기업,부동산업,서울특별시,강남구
(주)민일건설,327,중소기업,부동산업,경기도,성남시
(주)좋은소식,190,판단불가,부동산업,경상북도,포항시
(주)디와이비최선어학원,246,중기업,교육 서비스업,서울특별시,강남구
(주)스터디맥스,163,중기업,정보통신업,서울특별시,종로구
튜브투자자문(주),255,중소기업,금융 및 보험업,서울특별시,영등포구
(주)성공약속,172,중소기업,부동산업,서울특별시,강남구
신명창호(주),498,중소기업,제조업,서울특별시,서초구
(주)프라도관광호텔,218,중소기업,제조업,광주광역시,남구
(주)스파이시칼라,136,중소기업,도매 및 소매업,서울특별시,성동구
한일전자(주),316,중소기업,제조업,경기도,성남시
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)씨앗과열매창업투자,153,중소기업,금융 및 보험업,서울특별시,영등포구
모아마스제삼차유동화전문유한회사,131,중소기업,금융 및 보험업,인천광역시,남구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)익현,197,중소기업,부동산업,경기도,성남시
성보문화재단,488,기타,"예술, 스포츠 및 여가관련 서비스업",서울특별시,관악구
주식회사 쌍용상사,247,중소기업,부동산업,경기도,성남시
(주)에스백,150,중소기업,제조업,경상남도,김해시
주식회사 이웨스,385,중소기업,건설업,서울특별시,강남구
(주)국제철강,측정제한,판단불가,도매 및 소매업,인천광역시,남동구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
금평전력(주),187,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",전라남도,영암군
풀크롬코리아주식회사,167,중소기업,부동산업,서울특별시,강남구
(주)청구,547,중견기업,건설업,대구광역시,수성구
주식회사 워렌인베스트,210,판단불가,도매 및 소매업,경기도,이천시
주식회사 운선디앤씨,176,중소기업,부동산업,인천광역시,연수구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
씨에스디,144,중소기업,부동산업,광주광역시,광산구
예인물산주식회사,211,중소기업,도매 및 소매업,서울특별시,강남구
(주)온에어엔터테인먼트,162,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
(주)나무경영아카데미,109,중견기업,교육 서비스업,서울특별시,종로구
지암회계법인,195,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
주식회사 옵투스투자자문,244,중소기업,금융 및 보험업,서울특별시,관악구
에스에스이엔씨(주),322,중소기업,건설업,경상북도,구미시
주식회사 봉우,503,판단불가,제조업,서울특별시,강남구
태봉광업(주),253,중기업,광업,서울특별시,용산구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
흥안화섬 주식회사,384,중소기업,제조업,경상북도,군위군
주식회사 에스엠티케이티에프,163,중소기업,도매 및 소매업,서울특별시,구로구
경동에너지(주),211,중소기업,도매 및 소매업,경상북도,경산시
(주)에스티알바이오텍,254,중소기업,제조업,강원도,춘천시
주식회사 에코카,214,중소기업,제조업,서울특별시,금천구
(주)우진이엔피,208,중소기업,제조업,경상북도,구미시
(주)가경개발,143,판단불가,부동산업,서울특별시,강남구
재단법인 세종재단,468,중소기업,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도,성남시
가이아디앤씨,166,중소기업,부동산업,경기도,남양주시
(주)대영마이더스,130,판단불가,부동산업,대구광역시,수성구
이은재어학원(주),161,중기업,교육 서비스업,서울특별시,송파구
주식회사 고려산기,304,판단불가,제조업,경상남도,김해시
광성화학공업(주),600,중소기업,제조업,경기도,성남시
주식회사 갤럭시리조트,370,판단불가,부동산업,부산광역시,중구
주식회사 에너지 포럼,198,중소기업,부동산업,울산광역시,남구
대영화성공업주식회사,467,중소기업,제조업,경기도,용인시
티브이가이드 주식회사,270,판단불가,정보통신업,서울특별시,영등포구
삼호홀딩스(주),144,중소기업,도매 및 소매업,경상남도,창원시
주식회사 담솔,257,중소기업,부동산업,경상북도,포항시
(주)엑세스서울,197,중소기업,정보통신업,서울특별시,마포구
모아엠에이에스제이차유동화전문유한회사,125,중소기업,금융 및 보험업,인천광역시,남구
(주)대교,432,중견기업,교육 서비스업,서울특별시,관악구
태화실업,457,중소기업,제조업,경기도,시흥시
하바스월드와이드코리아,331,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
함안개발주식회사,200,판단불가,부동산업,경상남도,함안군
주식회사 태영약품,314,중소기업,도매 및 소매업,서울특별시,성동구
(주)에이홀딩스,252,중소기업,"전문, 과학 및 기술 서비스업",경기도,군포시
(주)도원,264,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",대구광역시,서구
(주)바이널,257,중소기업,정보통신업,서울특별시,강남구
(주)대청레포츠센터,241,중소기업,"협회 및 단체, 수리 및 기타 개인 서비스업",서울특별시,강남구
주식회사 씽크프리코리아,279,중소기업,정보통신업,서울특별시,마포구
(주)경동실업,363,중소기업,제조업,경기도,시흥시
주식회사 다찬인더스,232,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",인천광역시,계양구
(주)썬볼트전력,238,판단불가,"전기, 가스, 증기 및 공기 조절 공급업",서울특별시,서초구
(주)아토스터디,92,중기업,"예술, 스포츠 및 여가관련 서비스업",서울특별시,강남구
주식회사 하나로케이앤씨,139,중소기업,건설업,경기도,용인시
동화합판(주),525,중소기업,도매 및 소매업,인천광역시,부평구
청호개발(주),210,중소기업,제조업,전라남도,영암군
한덕철광산업(주),246,대기업,광업,강원도,정선군
(주)서경닷컴,253,판단불가,도매 및 소매업,서울특별시,동작구
(주)나인스에비뉴,147,중소기업,부동산업,서울특별시,구로구
우리캐피탈렌터카(주),165,중견기업,"사업시설 관리, 사업 지원 및 임대 서비스업",인천광역시,부평구
(주)한국사브와브코,309,중소기업,제조업,충청북도,괴산군
(주)경암물산,473,판단불가,부동산업,서울특별시,강남구
제일종합레미콘(주),446,판단불가,제조업,경상북도,포항시
주식회사 대우선재,187,판단불가,제조업,경상남도,밀양시
한양프레임 주식회사,259,중소기업,제조업,경기도,파주시
(주)이노디자인,266,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
삼육철강주식회사,436,중소기업,제조업,경기도,양주시
경남공영 주식회사,228,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",경상남도,밀양시
(주)세계일보제작단,262,중소기업,제조업,서울특별시,용산구
용광산업개발(주),334,중소기업,건설업,충청남도,금산군
주식회사 백송종합건설,341,중소기업,부동산업,부산광역시,해운대구
(주)덕원물류,174,판단불가,부동산업,경기도,용인시
(주)삼영라이브,181,판단불가,건설업,서울특별시,강남구
평화배관금속(주),228,판단불가,도매 및 소매업,서울특별시,마포구
(주)관악도서유통,264,중소기업,정보통신업,서울특별시,금천구
(주)제로하우스,160,중소기업,제조업,전라남도,함평군
삼안공영주식회사,531,판단불가,건설업,서울특별시,강남구
(주)정철인터랩,355,중소기업,정보통신업,서울특별시,서초구
(주)포스트글로벌,189,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
맥트랜스 인터내셔날(주),357,중소기업,운수 및 창고업,서울특별시,강서구
대성샤링공업(주),237,중소기업,제조업,경기도,안산시
엔비오코리아주식회사,172,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,안양시
국제염직주식회사,500,중소기업,제조업,대구광역시,서구
주식회사씨앤티스,266,중소기업,제조업,서울특별시,강남구
장백건설 주식회사,376,중소기업,건설업,충청남도,당진군
(주)디도미,234,중소기업,제조업,서울특별시,종로구
풍전건설(주),377,중소기업,부동산업,서울특별시,서초구
주식회사 진도쏠라에너지,176,판단불가,"전기, 가스, 증기 및 공기 조절 공급업",전라남도,진도군
주식회사 센텀비즈텍,197,중소기업,부동산업,서울특별시,금천구
태광에스피(주),155,중소기업,제조업,경기도,시흥시
주식회사 월성주택건설,348,판단불가,건설업,대구광역시,동구
세광도기(주),375,중소기업,도매 및 소매업,서울특별시,강남구
원신코포레숀주식회사,413,중소기업,제조업,경기도,시흥시
주식회사 대동유통,381,중소기업,도매 및 소매업,경상남도,창원시
(주)한국제약,485,중소기업,제조업,경기도,이천시
남천천신용협동조합,337,기타,금융 및 보험업,부산광역시,수영구
(주)미도랜드,249,중소기업,건설업,서울특별시,금천구
삼공철강(주),374,판단불가,도매 및 소매업,경상남도,마산시
(주)우창경금속,184,중소기업,제조업,경기도,안산시
주식회사 아이원아이홀딩스,178,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
주식회사 구보인터내셔날,282,중소기업,도매 및 소매업,서울특별시,마포구
인터내셔날클럽매니지먼트그룹(주),334,중소기업,제조업,서울특별시,영등포구
햄워디컴버스쳔엔지니어링(주),209,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,금천구
(주)쿠오핀,213,중소기업,제조업,경기도,성남시
중견기업,중견기업,중견기업,중견기업,중견기업,중견기업
(주)대룡이앤씨,260,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업",경기도,안산시
두산티엠에스주식회사,243,중소기업,정보통신업,경기도,용인시
이노허브,222,판단불가,정보통신업,서울특별시,금천구
(주)우성코러스,366,중소기업,제조업,인천광역시,부평구
가원이엔씨(주),196,판단불가,건설업,경기도,하남시
영남우유,400,중소기업,제조업,대구광역시,달성군
(주)인핸스먼트컨설팅코리아,324,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
KTB에버스타혼합형펀드,243,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,영등포구
