기업체명,업력(월),기업규모,업종(대분류),지역(광역시도),지역(시군구)
한국농어촌공사,265,판단불가,"협회 및 단체, 수리 및 기타 개인 서비스업",경기도,의왕시
예스스터디(주),185,소기업,정보통신업,서울특별시,금천구
프론티어에코(주),274,중소기업,건설업,경기도,광주시
삼계개발(주),15,중견기업,광업,경상남도,김해시
근로복지공단,317,판단불가,금융 및 보험업,서울특별시,영등포구
주식회사한일종합산업,512,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,관악
(주)알폰소로벰버그코리아,258,판단불가,도매 및 소매업,서울특별시,강남구
주식회사 토마토엘에스아이,275,중소기업,제조업,서울특별시,강남구
(주)진행워터웨이,244,중소기업,제조업,경기도,안성시
아이에프씨디엔씨 주식회사,123,중소기업,금융 및 보험업,서울특별시,영등포구
이케이건설(주),274,판단불가,건설업,서울특별시,중구
(주)오키,355,중소기업,제조업,경기도,안양시
(주)한국공간정보통신,288,판단불가,정보통신업,서울특별시,서초구
주식회사 진영글로벌,235,중소기업,부동산업,경기도,화성시
신흥목재포장주식회사,399,판단불가,제조업,경기도,안양시
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
대세(주),170,소상공인,부동산업,경상북도,경주시
주식회사 블레싱,216,중소기업,부동산업,경기도,안산시
(주)디렉터스,176,중소기업,정보통신업,서울특별시,강남구
넥스큐브코퍼레이션(주),228,중기업,교육 서비스업,서울특별시,금천구
(주)대명특수대명크레인,170,중소기업,운수 및 창고업,전라남도,영암군
벽송종합건설(주),355,중소기업,건설업,충청남도,연기군
(주)손스에듀,143,중기업,교육 서비스업,서울특별시,강남구
대명토공(주),290,중소기업,건설업,서울특별시,성북구
서울투자자문(주),311,중소기업,금융 및 보험업,서울특별시,영등포구
(주) 송도에스이,136,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",인천광역시,연수구
한국예탁결제원,576,기타,금융 및 보험업,서울특별시,영등포구
주식회사 산전아이티,223,중소기업,금융 및 보험업,서울특별시,강남구
주식회사 삼원디앤씨,149,판단불가,부동산업,부산광역시,해운대구
부산장우신용협동조합,363,기타,금융 및 보험업,부산광역시,동구
(유)호라이즌캐피탈,276,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
뉴트리니티용정제이차 유한회사,97,중소기업,금융 및 보험업,서울특별시,영등포구
모가산업(주),396,중소기업,제조업,서울특별시,영등포구
주식회사 삼보,405,중소기업,건설업,경기도,안성시
(주)플랜티어학원,441,중기업,교육 서비스업,서울특별시,중구
싱가포르 개발은행 서울지점,490,대기업,금융 및 보험업,서울특별시,중구
조광출판인쇄(주),435,중소기업,정보통신업,서울특별시,금천구
이투스교육(주),280,중견기업,교육 서비스업,서울특별시,강남구
(주)에스씨개발,112,중소기업,부동산업,충청북도,청주시
주식회사 대효제약,240,중소기업,제조업,경기도,수원시
(주)씨제이투,154,판단불가,부동산업,경기도,용인시
(주)나노이앤씨,270,중소기업,제조업,서울특별시,강남구
(주)엠.오.브이 시스템,289,중소기업,제조업,울산광역시,울주군
(주)투제이레저,169,판단불가,부동산업,서울특별시,강남구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
동국약품상사(주),367,중소기업,도매 및 소매업,대구광역시,수성구
(주)라이프코드,295,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
회성목재(주),571,중소기업,제조업,인천광역시,서구
(주)대광산업,305,중소기업,부동산업,대전광역시,서구
(주) 태화,234,중소기업,제조업,경기도,안산시
(주)대지,732,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
에치엔씨시티디엔디,261,판단불가,부동산업,서울특별시,강남구
(주)화우건설,164,중소기업,건설업,서울특별시,서초구
주식회사 아주산업,190,중소기업,제조업,경상북도,경주시
(주)경휘,179,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",경상북도,울진군
(주) 준우상공,405,중소기업,건설업,경기도,시흥시
주식회사 케이엠티,397,중소기업,제조업,서울특별시,광진구
주식회사 신흥이앤씨,195,중소기업,부동산업,경기도,용인시
세이우량채권공모주안정형펀드,256,판단불가,금융 및 보험업,서울특별시,영등포구여의도동23-7
주식회사 아이엔엘,202,중소기업,정보통신업,인천광역시,남구
주식회사 영화,136,중소기업,부동산업,울산광역시,남구
모스키노코리아(주),239,중소기업,도매 및 소매업,서울특별시,강남구
남덕물산(주),513,중소기업,도매 및 소매업,서울특별시,영등포구
(주)영광토탈써비스,335,중소기업,도매 및 소매업,서울특별시,영등포구
에브리데이리테일제일차 유한회사,104,중소기업,금융 및 보험업,서울특별시,영등포구
(주)바체,434,판단불가,제조업,경기도,화성시
(주)데이브컴퍼니,322,판단불가,"전문, 과학 및 기술 서비스업",서울특별시,영등포구
(주)대성반도체,395,중소기업,도매 및 소매업,서울특별시,용산구
애드스프링,272,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,용산구
주식회사 크레용씨티,232,중소기업,부동산업,경상북도,경산시
(주)월드전자기술,260,중소기업,제조업,경기도,안산시
(주)한국정보보호교육센터,242,중기업,교육 서비스업,서울특별시,강남구
홍성투자개발주식회사,192,중소기업,부동산업,울산광역시,남구
(주)아이에이비건설,261,판단불가,건설업,서울특별시,강남구
(주)선명비아이,281,판단불가,"전문, 과학 및 기술 서비스업",서울특별시,강남구
한라솔라파크(주),146,중소기업,제조업,대구광역시,수성구
대일건설(주),376,중소기업,건설업,경기도,안산시
한강숲제이차 주식회사,149,중소기업,금융 및 보험업,서울특별시,영등포구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)대흥테크,284,중소기업,제조업,경기도,화성시
한국보건의료인국가시험원,84,판단제외,"협회 및 단체, 수리 및 기타 개인 서비스업",서울특별시,광진구
(주)솔빛,242,중기업,도매 및 소매업,인천광역시,중구
거농마트 주식회사,151,중소기업,도매 및 소매업,경기도,남양주시
삼호경원 주식회사,179,중소기업,금융 및 보험업,서울특별시,영등포구
군인공제회,446,기타,금융 및 보험업,서울특별시,강남구
(주)디케이산기,232,중소기업,제조업,부산광역시,사하구
한몽에너지개발,144,소상공인,광업,강원도,원주시
(주)폴리이에스씨,177,중견기업,교육 서비스업,서울특별시,양천구
와이제이특수강(주),267,중소기업,도매 및 소매업,부산광역시,사상구
세광공업주식회사,404,판단불가,제조업,경상북도,경주시
신성탑건설 주식회사,270,중소기업,건설업,서울특별시,도봉구
(주)지트에듀케이션,153,중기업,교육 서비스업,경기도,용인시
인파시홀딩스,227,중소기업,부동산업,서울특별시,중구
(주)건양,386,중소기업,건설업,충청남도,공주시
(주)와이티엔디엠비,215,중소기업,정보통신업,서울특별시,중구
사회복지법인 성우희망재단,117,판단불가,"협회 및 단체, 수리 및 기타 개인 서비스업",부산광역시,기장군
화성씨앤디 주식회사,213,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,마포구
인소팩주식회사,256,판단불가,제조업,대전광역시,유성구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)예공,140,중소기업,제조업,충청남도,서산시
에이엠티코리아,181,소기업,도매 및 소매업,서울특별시,송파구
대한광물(주),144,중기업,광업,강원도,양양군
주식회사 욱일기계,319,중소기업,제조업,부산광역시,사하구
(주) 리젠드레져,164,중소기업,부동산업,서울특별시,강남구
나우건설(주),177,중소기업,건설업,경기도,의정부시
주식회사수완플러스,109,중소기업,부동산업,광주광역시,광산구
(주)대동,515,중소기업,건설업,부산광역시,동구
원주밝음신용협동조합,579,기타,금융 및 보험업,강원도,원주시
에이블컴(주),267,중소기업,정보통신업,서울특별시,구로구
오송개발주식회사,150,중소기업,건설업,전라북도,전주시
남광섬유주식회사,331,중소기업,제조업,부산광역시,사하구
삼우통신공업(주),193,중소기업,정보통신업,경기도,군포시
동서자산관리대부 주식회사,272,중소기업,금융 및 보험업,서울특별시,강남구
(주)동남,352,중소기업,제조업,전라북도,장수군
스카이글로벌코리아 주식회사,141,중소기업,건설업,서울특별시,강남구
경북철강주식회사,488,판단불가,도매 및 소매업,부산광역시,사상구
주식회사 피피이,160,중소기업,제조업,인천광역시,서구
(주)엔터스코리아,253,중소기업,정보통신업,서울특별시,마포
썬레이에너지주식회사,176,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",광주광역시,서구
지엘,254,중소기업,도매 및 소매업,경기도,고양시
주식회사 미레타,258,중소기업,도매 및 소매업,서울특별시,송파구
포항신용협동조합,584,기타,금융 및 보험업,경상북도,포항시
(주)대운산업개발,321,중기업,건설업,경상남도,창원시
(주)문경신소재,267,판단불가,"전문, 과학 및 기술 서비스업",경상북도,문경시
(주)인터베스트,154,판단불가,부동산업,경기도,파주시
주식회사 케이이에스,201,중소기업,제조업,부산광역시,강서구
강남대성학원(주),292,중기업,교육 서비스업,서울특별시,강남구
에스앤에스마린(주),138,중소기업,운수 및 창고업,서울특별시,서초구
한국스냅언툴즈(주),313,중소기업,도매 및 소매업,경기도,부천시
(주)금호해운,153,소기업,광업,전라남도,목포시
(재)미래인력연구원,247,판단불가,"전문, 과학 및 기술 서비스업",경기도,양평군
주식회사 한국지아이티,228,중소기업,제조업,경기도,파주시
주식회사 미전,194,중소기업,건설업,충청남도,천안시
난곡새마을금고,546,기타,금융 및 보험업,서울특별시,관악구
(주)엠제이티앤아이,254,중소기업,도매 및 소매업,서울특별시,영등포구
백한에너지(주),179,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",서울특별시,성북구
엠이에스테크 주식회사,219,중소기업,제조업,서울특별시,강남구
(주)헤럴드에듀,187,중견기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,용산구
(주)씨앤드씨신약연구소,349,중견기업,"전문, 과학 및 기술 서비스업",경기도,수원시
남경회계법인,100,중소기업,"전문, 과학 및 기술 서비스업",부산광역시,부산진구
(주)캐럿글로벌,142,중기업,교육 서비스업,서울특별시,용산구
주식회사 부산동부시외버스정류장,442,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",부산광역시,동래구
주식회사 개오망디자인,325,중소기업,건설업,서울특별시,강남구
(주)와이티엔라디오,179,중소기업,정보통신업,서울특별시,중구
(주)에이치앤케이파트너스,175,중소기업,부동산업,경기도,김포시
(주)엠.이.에스,492,중소기업,도매 및 소매업,서울특별시,강남구
아이비케이 기업재무안정 사모투자전문회사,143,중소기업,금융 및 보험업,서울특별시,중구
(주)그린앤블루,388,중소기업,제조업,서울특별시,서초구
웰체인쉽핑(주),184,중기업,운수 및 창고업,울산광역시,남구
(주)이티앤티,227,중소기업,도매 및 소매업,서울특별시,영등포구
(주)효성엔지니어링,218,판단불가,제조업,울산광역시,동구
(주)아인헤드플러스,261,중소기업,부동산업,서울특별시,서초구
예광골재(주),96,소상공인,광업,전라남도,여수시
주식회사 디벨로시티,200,중소기업,부동산업,서울특별시,강남구
용남자동차운전전문학원(주),49,소상공인,교육 서비스업,경기도,수원시
화진실업(주),328,중소기업,제조업,경기도,화성시
(주)엘트나,248,중소기업,제조업,서울특별시,금천구
한덕개발(주),178,판단불가,부동산업,경기도,안산시
주식회사 아이러브스쿨,273,중소기업,정보통신업,서울특별시,강남구
(주)극동선박설계,298,중소기업,"전문, 과학 및 기술 서비스업",부산광역시,사상구
(주)에이치아이엠앤드에이코리아,135,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
대원산업개발주식회사,374,중소기업,건설업,인천광역시,남동구
(주)스타시티,203,중소기업,부동산업,울산광역시,중구
용하산업(주),210,중기업,광업,충청남도,아산시
주식회사 화인레스피아,328,중소기업,"예술, 스포츠 및 여가관련 서비스업",서울특별시,강남구
(주)아레오네트웍스,273,판단불가,정보통신업,서울특별시,강남구
(주)사비오,59,소상공인,교육 서비스업,부산광역시,동래구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
한국동화무역 주식회사,237,중소기업,도매 및 소매업,경기도,안양시
(주)강안교육,72,중기업,교육 서비스업,서울특별시,강남구
광신산업(주),480,소기업,부동산업,대전광역시,서구
대한테크렌(주),204,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",서울특별시,중구
세영회계법인,220,판단불가,"전문, 과학 및 기술 서비스업",대구광역시,중구
신영상사(주),308,판단불가,부동산업,강원도,춘천시
콩스버그오토모티브(주),257,중견기업,제조업,경상남도,양산시
주식회사 엠씨엠코리아,114,중소기업,정보통신업,서울특별시,중구
(주)솔트앤플래닝,169,중소기업,부동산업,서울특별시,강남구
금창공업주식회사,415,판단불가,도매 및 소매업,경기도,시흥시
창명라이너스 주식회사,212,중소기업,운수 및 창고업,서울특별시,중구
신진건설주식회사,626,중소기업,건설업,강원도,원주시
신광개발(주),측정제한,중소기업,부동산업,전라남도,순천시
(주)맥스무비,270,중소기업,"예술, 스포츠 및 여가관련 서비스업",서울특별시,강남구
마크로라이트코리아(주),281,중소기업,도매 및 소매업,서울특별시,중구
디앤지불당 주식회사,192,중소기업,금융 및 보험업,서울특별시,중구
이천십아이비파트너스제이십구차 주식회사,143,중소기업,금융 및 보험업,서울특별시,영등포구
(주)솔로몬저축은행,592,대기업,금융 및 보험업,서울특별시,강남구
대진화학공업(주),457,중소기업,제조업,경상남도,양산시
(주)경기개발,212,중기업,광업,강원도,원주시
한국전장주식회사,309,판단불가,제조업,경상남도,창녕군
송림산업(주),369,중소기업,제조업,충청남도,천안
에이원프로스주식회사,254,판단불가,제조업,경기도,성남시
(주)청산유통,351,중소기업,도매 및 소매업,전라남도,영광군
(주)제이피씨,250,중소기업,제조업,충청북도,음성군
(주)송언,154,중소기업,부동산업,전라남도,여수시
(주)민병철교육그룹,381,중기업,교육 서비스업,서울특별시,강남구
주식회사 천일솔라파트,188,중소기업,"전기, 가스, 증기 및 공기 조절 공급업",전라북도,부안군
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
주식회사 매화케이스타스,250,중소기업,금융 및 보험업,서울특별시,중구
덕일토건주식회사,392,중소기업,건설업,서울특별시,강동구
주식회사 도민상호저축은행,626,중소기업,금융 및 보험업,강원도,춘천시
동서디엔씨,243,중소기업,부동산업,서울특별시,종로구
(주)아시아코치센터,205,소기업,교육 서비스업,서울특별시,강남구
다린전력(주),241,중소기업,건설업,서울특별시,관악구
(주) 정관,320,판단불가,제조업,경상남도,양산시
(주)에스앤제이케이,271,중소기업,부동산업,서울특별시,강남구
(주)세방여행,743,중소기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,마포구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)성광,264,중소기업,건설업,경기도,광주시
(주)이지골프디앤씨,210,중소기업,부동산업,서울특별시,강남구
(주)네오드,246,중소기업,제조업,경기도,안산시
주식회사 케이피산업개발,124,중소기업,부동산업,울산광역시,중구
부일석유주식회사,606,판단불가,도매 및 소매업,부산광역시,해운대구
용마산업 주식회사,253,중소기업,제조업,대전광역시,유성구
이에스산업개발 주식회사,138,기타,부동산업,서울특별시,영등포구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
(주)금강레미콘,313,판단불가,제조업,강원도,고성군
(주)도일인텍,283,판단불가,제조업,인천광역시,남동구
농업회사법인 (주)상원축산,354,중소기업,제조업,서울특별시,서초구
화이스트상사(주),392,중소기업,도매 및 소매업,서울특별시,강남구
유에스제육차유동화전문유한회사,132,판단불가,금융 및 보험업,서울특별시,중구
이천십아이비파트너스제이십오차 주식회사,142,중소기업,금융 및 보험업,서울특별시,영등포구
(주)제이플러스씨앤디,199,중소기업,부동산업,서울특별시,강남구
주식회사 퐁샹,198,중소기업,도매 및 소매업,서울특별시,강남구
주식회사 아이솔테크놀로지,280,중소기업,제조업,경기도,광주시
(주)대명리얼플래닝,161,중소기업,부동산업,서울특별시,서초구
(주)구리자동차운전학원,252,중기업,교육 서비스업,경기도,남양주시
뉴이에스산업개발 주식회사,516,중소기업,부동산업,서울특별시,영등포구
사천그린주식회사,154,중소기업,"수도, 하수 및 폐기물 처리, 원료 재생업",경상남도,사천시
광진건설주식회사,514,중소기업,건설업,전라북도,전주시
(주)톡트위원회,166,중견기업,교육 서비스업,서울특별시,서초구
담우물산(주),257,중기업,광업,서울특별시,강남구
(주)그린스틸,199,판단불가,제조업,경상북도,경주시
(주)화인어드밴타스에이엠씨,179,중소기업,금융 및 보험업,서울특별시,용산구
주식회사 뉴서울호텔,634,중소기업,제조업,서울특별시,중구
농산개발(주),417,중기업,제조업,충청남도,홍성군
(주)디세코건설,239,판단불가,건설업,서울특별시,서초구
한강숲제일차 주식회사,149,중소기업,금융 및 보험업,서울특별시,영등포구
(주)경은저축은행,576,중소기업,금융 및 보험업,울산광역시,남구
(주)바로커뮤니티,328,중소기업,정보통신업,서울특별시,강남구
성북역사(주),309,중소기업,부동산업,서울특별시,노원구
주식회사 디에이치씨코리아아이엔씨,232,중소기업,도매 및 소매업,서울특별시,서초구
로얄개발(주),609,판단불가,제조업,경기도,양주시
(주)태인씨디씨,261,중소기업,부동산업,서울특별시,중구
동서회계법인,184,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
엘앤하스리미티드 주식회사,193,중소기업,부동산업,서울특별시,강남구
주식회사 코아텍스 아시아퍼시픽,212,중소기업,도매 및 소매업,전라북도,군산시
주식회사 조은아이엔디,319,중소기업,건설업,경기도,부천시
(주)위메스에듀,103,중기업,교육 서비스업,서울특별시,서초구
(주)쌍마산업,353,중기업,광업,경상북도,경산시
메가넥스트(주),146,중기업,교육 서비스업,서울특별시,서초구
에스지씨테크놀로지주식회사,368,중소기업,제조업,경기도,여주군
(주)에이지에스,253,중소기업,도매 및 소매업,서울특별시,서초구
재단법인 한마음평화연구재단,209,판단불가,"공공 행정, 국방 및 사회보장 행정",서울특별시,강남구
주식회사 만선홀딩스,284,중소기업,부동산업,서울특별시,강남구
(주)자유문고,290,중소기업,도매 및 소매업,경기도,군포시
주식회사서우에프앤비,199,중소기업,금융 및 보험업,서울특별시,강남구
(주)디엔피개발,171,중소기업,부동산업,경기도,화성시
(주)삼광정밀,238,중소기업,제조업,경기도,시흥시
에이쓰리자산관리(유),169,중소기업,금융 및 보험업,서울특별시,성동구
이화정공(주),166,판단불가,제조업,경상남도,양산시
(주) 미유원,189,중소기업,제조업,서울특별시,서초구
주식회사 태성하우스,173,중소기업,부동산업,충청남도,천안시
(주)대양피앤티,240,중소기업,도매 및 소매업,서울특별시,동대문구
(주) 남강엔지니어링,491,중소기업,제조업,서울특별시,강서구
(주)일비충천,138,중기업,교육 서비스업,경기도,성남시
유한회사 제이이오엔컴퍼니,122,중소기업,금융 및 보험업,서울특별시,강남구
(주)아트테크,170,중소기업,부동산업,충청북도,청주시
미르개발주식회사,196,중소기업,"예술, 스포츠 및 여가관련 서비스업",경기도,용인시
이성화학주식회사,387,중소기업,제조업,경기도,안성시
광원전기(주),415,중소기업,도매 및 소매업,서울특별시,구로구
농업회사법인 주식회사 진도청정푸드밸리,154,중소기업,제조업,전라남도,진도군
(주) 베리엠앤씨,255,중소기업,도매 및 소매업,서울특별시,중구
국민씨앤씨대부 주식회사,220,중소기업,건설업,서울특별시,강남구
성인산업(주),238,중견기업,광업,충청남도,공주시
두정남양제삼차(주),178,중소기업,금융 및 보험업,서울특별시,중구
(주)송악종합건설,260,중소기업,건설업,경기도,화성시
부품소재엠앤에이 사모투자전문회사,133,판단불가,금융 및 보험업,서울특별시,영등포구
신석개발산업(주),311,중기업,광업,충청남도,당진시
주식회사 훼스트시스템,448,중소기업,제조업,서울특별시,서초구
삼정산업개발 주식회사,187,중소기업,건설업,인천광역시,남동구
주식회사 삼화상호저축은행,608,대기업,금융 및 보험업,서울특별시,강남구
(주)베스트엔지니어링,236,중소기업,제조업,경상북도,김천시
주식회사 아즈 텍,258,중소기업,제조업,경상북도,칠곡군
(주)그린화순,203,중견기업,건설업,대전광역시,동구
그린정보통신(주),347,중소기업,정보통신업,서울특별시,강남구
(주)문깡,210,중기업,교육 서비스업,대구광역시,수성구
우리에이텍(주),215,중소기업,제조업,경기도,안산시
한성회계법인,121,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,서초구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
평야건설(주),356,중소기업,건설업,서울특별시,영등포구
(주)세양개발,190,중소기업,"전문, 과학 및 기술 서비스업",경상북도,칠곡군
덕영섬유(주),390,중소기업,제조업,대구광역시,북구
한국영상투자개발주식회사,301,판단불가,정보통신업,서울특별시,영등포구
주식회사 태신,368,중소기업,제조업,경기도,화성시
남부도시가스이엔지(주),163,중견기업,"사업시설 관리, 사업 지원 및 임대 서비스업",서울특별시,관악구
이피아이(주),220,중소기업,제조업,강원도,강릉시
동광합철(주),311,판단불가,제조업,경기도,파주시
(주)코리아컨텐츠네트워크,343,중소기업,정보통신업,서울특별시,강남구
뉴트리니티충주제삼차 유한회사,86,중소기업,금융 및 보험업,서울특별시,영등포구
(주)나경상사,472,중소기업,도매 및 소매업,서울특별시,영등포구
(주)태화산업,223,중기업,도매 및 소매업,인천광역시,중구
(주)금호,300,중소기업,제조업,경상북도,경산시
(주)강남철강,173,중기업,도매 및 소매업,경기도,광명시
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
중앙공업주식회사,475,판단불가,제조업,경기도,광주시
(주)씨제이이엔지,209,중소기업,제조업,인천광역시,남동구
로얄종합건설(주),356,중소기업,건설업,전라남도,화순군
(주)택산씨앤디,336,중소기업,건설업,경기도,파주시
문경관광개발주식회사,229,중소기업,"예술, 스포츠 및 여가관련 서비스업",경상북도,문경시
브라이트코리아 주식회사,191,중소기업,부동산업,경기도,용인시
(주)인엑스하우징,252,중소기업,부동산업,서울특별시,강남구
판단불가,판단불가,판단불가,판단불가,판단불가,판단불가
포스메이트인슈어보험중개(주),124,중소기업,금융 및 보험업,서울특별시,강남구
주식회사 다모아,270,중소기업,도매 및 소매업,제주특별자치도,제주시
(주)대진이엔지,284,소상공인,광업,경상남도,창원시
아이엠엠로즈골드사모투자전문회사,164,판단불가,금융 및 보험업,서울특별시,강남구
한백디스템(주),306,중소기업,제조업,경기도,고양시
두원개발(주),305,소기업,"협회 및 단체, 수리 및 기타 개인 서비스업",대구광역시,서구
중원화학주식회사,609,중소기업,제조업,인천광역시,남동구
(주)킨더슐레,207,소상공인,교육 서비스업,광주광역시,광산구
재영테크(주),213,판단불가,제조업,울산광역시,남구
삼화무역(주),466,중소기업,부동산업,서울특별시,강남구
진명씨앤씨(주),270,중소기업,제조업,서울특별시,금천구
에덴퍼주식회사,243,중소기업,제조업,서울특별시,금천구
삼부봉제주식회사,509,중소기업,제조업,경기도,안산시
문희개발(주),394,중소기업,부동산업,서울특별시,영등포구
주식회사 유창플랜트,335,중소기업,건설업,대전광역시,동구
(주)미리내캠프,227,중기업,교육 서비스업,강원도,인제군
대세산업 주식회사,507,중소기업,제조업,충청남도,아산
삼승유화주식회사,340,중소기업,도매 및 소매업,서울특별시,서초구
(주)정우건설,486,중소기업,건설업,경기도,수원시
다윈기술금융주식회사,157,중소기업,"전문, 과학 및 기술 서비스업",서울특별시,강남구
(주)에넥스엠앤씨,155,중소기업,정보통신업,서울특별시,강남구
주식회사 앤에스디앤씨,165,중소기업,부동산업,경기도,용인시
비아이에이치앤에스 주식회사,135,중소기업,제조업,충청남도,아산시
호크아이즈인베스트먼트주식회사,230,중소기업,금융 및 보험업,서울특별시,강남구
가보테크주식회사,294,중소기업,제조업,전라북도,남원시
(주)아이풀,127,중기업,교육 서비스업,경기도,수원시
원광종합건설(주),328,중소기업,건설업,경상남도,창원시
순영종합건설,357,판단불가,건설업,서울특별시,동작구
(주)씨아이에스텍,301,중소기업,정보통신업,서울특별시,금천구
동진단철공업 주식회사,549,중소기업,제조업,경기도,안산시
